Team,Wins,Losses,Ties,Ratio,,,,
6085,18,14,0,1.285714286,,,,
5427,18,14,0,1.285714286,,,,
6679,9,7,0,1.285714286,,,,
6836,9,7,0,1.285714286,,,,
114,9,7,0,1.285714286,,,,
6716,9,7,0,1.285714286,,,,
2978,9,7,0,1.285714286,,,,
5099,9,7,0,1.285714286,,,,
5724,32,25,0,1.28,,,,
5234,32,25,0,1.28,,,,
78,46,36,0,1.277777778,,,,
2367,23,18,0,1.277777778,,,,
2067,37,29,0,1.275862069,,,,
5036,37,29,0,1.275862069,,,,
503,51,40,0,1.275,,,,
333,28,22,0,1.272727273,,,,
4965,14,11,0,1.272727273,,,,
1836,14,11,1,1.272727273,,,,
3021,14,11,0,1.272727273,,,,
6348,14,11,0,1.272727273,,,,
4829,14,11,0,1.272727273,,,,
1018,33,26,0,1.269230769,,,,
1540,33,26,0,1.269230769,,,,
3965,24,19,0,1.263157895,,,,
4607,24,19,0,1.263157895,,,,
75,24,19,0,1.263157895,,,,
1246,24,19,0,1.263157895,,,,
1071,29,23,0,1.260869565,,,,
5188,29,23,0,1.260869565,,,,
1684,34,27,0,1.259259259,,,,
3534,34,27,0,1.259259259,,,,
6334,39,31,0,1.258064516,,,,
6471,30,24,0,1.25,,,,
1596,25,20,0,1.25,,,,
1285,25,20,0,1.25,,,,
894,20,16,0,1.25,,,,
4481,20,16,0,1.25,,,,
3550,20,16,0,1.25,,,,
6574,20,16,0,1.25,,,,
7123,15,12,0,1.25,,,,
2225,15,12,0,1.25,,,,
6401,15,12,0,1.25,,,,
3467,15,12,0,1.25,,,,
3941,15,12,0,1.25,,,,
2186,15,12,0,1.25,,,,
3322,15,12,0,1.25,,,,
3676,15,12,0,1.25,,,,
6518,5,4,0,1.25,,,,
6585,5,4,0,1.25,,,,
1159,5,4,1,1.25,,,,
2404,5,4,0,1.25,,,,
1967,5,4,0,1.25,,,,
7245,5,4,0,1.25,,,,
6889,5,4,0,1.25,,,,
7122,5,4,0,1.25,,,,
2078,5,4,0,1.25,,,,
3606,5,4,0,1.25,,,,
3946,5,4,0,1.25,,,,
5864,5,4,0,1.25,,,,
7275,5,4,0,1.25,,,,
3293,5,4,0,1.25,,,,
3755,5,4,0,1.25,,,,
4238,5,4,0,1.25,,,,
4845,5,4,0,1.25,,,,
6720,5,4,0,1.25,,,,
3212,5,4,0,1.25,,,,
4226,5,4,0,1.25,,,,
5826,5,4,0,1.25,,,,
2508,5,4,0,1.25,,,,
2825,5,4,0,1.25,,,,
3018,5,4,0,1.25,,,,
5637,5,4,0,1.25,,,,
6709,5,4,0,1.25,,,,
7038,5,4,0,1.25,,,,
1590,5,4,0,1.25,,,,
2795,5,4,0,1.25,,,,
3152,5,4,0,1.25,,,,
3247,5,4,0,1.25,,,,
5578,5,4,0,1.25,,,,
6900,5,4,0,1.25,,,,
1308,5,4,0,1.25,,,,
1708,5,4,0,1.25,,,,
4991,5,4,0,1.25,,,,
7274,5,4,0,1.25,,,,
2626,5,4,0,1.25,,,,
3533,5,4,0,1.25,,,,
3975,5,4,0,1.25,,,,
4594,5,4,0,1.25,,,,
6953,5,4,0,1.25,,,,
4074,5,4,0,1.25,,,,
4243,5,4,0,1.25,,,,
5327,5,4,0,1.25,,,,
7097,5,4,0,1.25,,,,
2805,5,4,0,1.25,,,,
6901,5,4,0,1.25,,,,
6935,5,4,0,1.25,,,,
3405,5,4,0,1.25,,,,
3596,5,4,1,1.25,,,,
418,26,21,0,1.238095238,,,,
6378,26,21,0,1.238095238,,,,
2220,21,17,0,1.235294118,,,,
263,21,17,0,1.235294118,,,,
6411,21,17,0,1.235294118,,,,
2333,21,17,0,1.235294118,,,,
3501,16,13,0,1.230769231,,,,
7190,16,13,0,1.230769231,,,,
5124,16,13,0,1.230769231,,,,
6985,16,13,0,1.230769231,,,,
2040,16,13,0,1.230769231,,,,
815,16,13,0,1.230769231,,,,
6567,16,13,0,1.230769231,,,,
4325,16,13,0,1.230769231,,,,
2851,16,13,0,1.230769231,,,,
4961,16,13,0,1.230769231,,,,
5638,16,13,1,1.230769231,,,,
5431,16,13,0,1.230769231,,,,
4395,27,22,0,1.227272727,,,,
3663,33,27,0,1.222222222,,,,
4980,33,27,0,1.222222222,,,,
2658,22,18,0,1.222222222,,,,
1522,22,18,0,1.222222222,,,,
5567,22,18,0,1.222222222,,,,
4401,22,18,0,1.222222222,,,,
5417,22,18,0,1.222222222,,,,
3026,11,9,0,1.222222222,,,,
2509,11,9,0,1.222222222,,,,
3630,11,9,0,1.222222222,,,,
573,34,28,0,1.214285714,,,,
1816,17,14,1,1.214285714,,,,
5547,17,14,0,1.214285714,,,,
287,17,14,0,1.214285714,,,,
3996,17,14,1,1.214285714,,,,
4219,17,14,0,1.214285714,,,,
4603,23,19,0,1.210526316,,,,
5499,23,19,0,1.210526316,,,,
7127,23,19,0,1.210526316,,,,
6201,23,19,0,1.210526316,,,,
102,23,19,0,1.210526316,,,,
6203,23,19,0,1.210526316,,,,
1510,23,19,0,1.210526316,,,,
2733,23,19,0,1.210526316,,,,
6465,23,19,0,1.210526316,,,,
4469,23,19,0,1.210526316,,,,
1418,29,24,1,1.208333333,,,,
360,29,24,0,1.208333333,,,,
5654,35,29,1,1.206896552,,,,
2976,36,30,0,1.2,,,,
5404,30,25,0,1.2,,,,
5805,24,20,0,1.2,,,,
7054,24,20,0,1.2,,,,
4779,24,20,0,1.2,,,,
3472,24,20,1,1.2,,,,
6215,24,20,0,1.2,,,,
4787,12,10,0,1.2,,,,
5478,12,10,0,1.2,,,,
3260,12,10,0,1.2,,,,
3139,6,5,0,1.2,,,,
6063,6,5,0,1.2,,,,
6575,6,5,0,1.2,,,,
4019,6,5,0,1.2,,,,
4990,6,5,0,1.2,,,,
3807,6,5,0,1.2,,,,
3562,6,5,0,1.2,,,,
7148,6,5,0,1.2,,,,
4978,6,5,0,1.2,,,,
2503,6,5,0,1.2,,,,
5299,6,5,0,1.2,,,,
5542,6,5,0,1.2,,,,
4207,6,5,0,1.2,,,,
6820,6,5,0,1.2,,,,
5959,6,5,0,1.2,,,,
6444,6,5,0,1.2,,,,
7217,6,5,0,1.2,,,,
5658,6,5,0,1.2,,,,
554,6,5,0,1.2,,,,
2335,6,5,0,1.2,,,,
3954,6,5,0,1.2,,,,
6929,6,5,0,1.2,,,,
1553,6,5,0,1.2,,,,
4582,6,5,0,1.2,,,,
6771,6,5,1,1.2,,,,
4301,6,5,0,1.2,,,,
7271,6,5,0,1.2,,,,
2537,31,26,2,1.192307692,,,,
3635,25,21,0,1.19047619,,,,
3176,25,21,0,1.19047619,,,,
7178,25,21,0,1.19047619,,,,
138,25,21,1,1.19047619,,,,
2869,25,21,0,1.19047619,,,,
4525,25,21,0,1.19047619,,,,
6878,25,21,0,1.19047619,,,,
4698,19,16,0,1.1875,,,,
6898,19,16,0,1.1875,,,,
747,32,27,0,1.185185185,,,,
3581,26,22,0,1.181818182,,,,
5424,26,22,0,1.181818182,,,,
3039,13,11,0,1.181818182,,,,
7157,13,11,0,1.181818182,,,,
1266,13,11,0,1.181818182,,,,
3182,13,11,0,1.181818182,,,,
5847,13,11,0,1.181818182,,,,
6566,13,11,0,1.181818182,,,,
1896,13,11,0,1.181818182,,,,
4398,13,11,0,1.181818182,,,,
3268,13,11,0,1.181818182,,,,
192,20,17,0,1.176470588,,,,
5436,34,29,0,1.172413793,,,,
469,34,29,0,1.172413793,,,,
2200,35,30,0,1.166666667,,,,
2928,28,24,0,1.166666667,,,,
5006,21,18,0,1.166666667,,,,
6131,21,18,0,1.166666667,,,,
3647,14,12,0,1.166666667,,,,
5507,14,12,0,1.166666667,,,,
6880,14,12,0,1.166666667,,,,
7048,14,12,1,1.166666667,,,,
6550,14,12,0,1.166666667,,,,
5222,14,12,0,1.166666667,,,,
2181,14,12,0,1.166666667,,,,
2227,14,12,0,1.166666667,,,,
1126,14,12,0,1.166666667,,,,
2359,14,12,0,1.166666667,,,,
4001,14,12,0,1.166666667,,,,
2903,14,12,0,1.166666667,,,,
6432,7,6,0,1.166666667,,,,
6524,7,6,0,1.166666667,,,,
2141,7,6,0,1.166666667,,,,
3881,7,6,0,1.166666667,,,,
4175,7,6,0,1.166666667,,,,
4584,7,6,0,1.166666667,,,,
5696,7,6,0,1.166666667,,,,
6483,7,6,0,1.166666667,,,,
6027,7,6,0,1.166666667,,,,
5930,7,6,0,1.166666667,,,,
3386,7,6,0,1.166666667,,,,
6392,7,6,0,1.166666667,,,,
6949,7,6,0,1.166666667,,,,
6990,7,6,0,1.166666667,,,,
2972,7,6,0,1.166666667,,,,
2170,29,25,0,1.16,,,,
3504,22,19,0,1.157894737,,,,
5420,22,19,0,1.157894737,,,,
2959,37,32,0,1.15625,,,,
4776,30,26,0,1.153846154,,,,
6753,30,26,0,1.153846154,,,,
4322,15,13,1,1.153846154,,,,
3145,15,13,0,1.153846154,,,,
4293,15,13,0,1.153846154,,,,
6824,15,13,0,1.153846154,,,,
1810,15,13,0,1.153846154,,,,
7293,15,13,0,1.153846154,,,,
1721,15,13,0,1.153846154,,,,
5563,15,13,0,1.153846154,,,,
4908,15,13,0,1.153846154,,,,
5525,15,13,0,1.153846154,,,,
1481,15,13,0,1.153846154,,,,
5577,15,13,0,1.153846154,,,,
4375,15,13,0,1.153846154,,,,
5238,15,13,0,1.153846154,,,,
5224,15,13,0,1.153846154,,,,
6086,15,13,0,1.153846154,,,,
1250,15,13,0,1.153846154,,,,
2472,15,13,0,1.153846154,,,,
1626,15,13,0,1.153846154,,,,
7081,15,13,0,1.153846154,,,,
1745,15,13,0,1.153846154,,,,
4077,15,13,0,1.153846154,,,,
4089,15,13,0,1.153846154,,,,
4103,23,20,0,1.15,,,,
3142,23,20,0,1.15,,,,
5518,23,20,0,1.15,,,,
103,31,27,0,1.148148148,,,,
237,31,27,0,1.148148148,,,,
3284,31,27,0,1.148148148,,,,
226,39,34,0,1.147058824,,,,
6618,32,28,0,1.142857143,,,,
6573,24,21,0,1.142857143,,,,
107,24,21,0,1.142857143,,,,
3196,24,21,0,1.142857143,,,,
4936,24,21,0,1.142857143,,,,
159,16,14,0,1.142857143,,,,
3688,16,14,0,1.142857143,,,,
4735,16,14,0,1.142857143,,,,
6998,8,7,0,1.142857143,,,,
7278,8,7,0,1.142857143,,,,
6458,8,7,0,1.142857143,,,,
2090,8,7,0,1.142857143,,,,
2465,8,7,0,1.142857143,,,,
2896,8,7,0,1.142857143,,,,
4809,8,7,0,1.142857143,,,,
4782,8,7,0,1.142857143,,,,
6694,8,7,0,1.142857143,,,,
6484,8,7,0,1.142857143,,,,
7071,8,7,0,1.142857143,,,,
5976,8,7,0,1.142857143,,,,
5115,25,22,0,1.136363636,,,,
5509,25,22,0,1.136363636,,,,
6121,34,30,0,1.133333333,,,,
6043,17,15,0,1.133333333,,,,
5247,17,15,0,1.133333333,,,,
1997,17,15,0,1.133333333,,,,
74,43,38,0,1.131578947,,,,
5467,26,23,0,1.130434783,,,,
5927,26,23,0,1.130434783,,,,
51,36,32,0,1.125,,,,
5913,18,16,0,1.125,,,,
812,18,16,1,1.125,,,,
5242,18,16,0,1.125,,,,
6353,18,16,0,1.125,,,,
2980,18,16,0,1.125,,,,
7069,9,8,0,1.125,,,,
2487,9,8,0,1.125,,,,
7225,28,25,0,1.12,,,,
2073,19,17,1,1.117647059,,,,
1515,19,17,0,1.117647059,,,,
5434,19,17,0,1.117647059,,,,
3618,39,35,0,1.114285714,,,,
1369,30,27,0,1.111111111,,,,
2415,30,27,0,1.111111111,,,,
3506,30,27,0,1.111111111,,,,
1310,30,27,0,1.111111111,,,,
4141,10,9,0,1.111111111,,,,
3055,10,9,0,1.111111111,,,,
3081,10,9,0,1.111111111,,,,
6423,10,9,0,1.111111111,,,,
4083,10,9,0,1.111111111,,,,
7035,10,9,0,1.111111111,,,,
7295,10,9,0,1.111111111,,,,
1657,21,19,0,1.105263158,,,,
7039,33,30,0,1.1,,,,
6474,22,20,0,1.1,,,,
6072,22,20,0,1.1,,,,
5104,22,20,0,1.1,,,,
1771,22,20,0,1.1,,,,
5449,22,20,0,1.1,,,,
5801,22,20,0,1.1,,,,
5150,22,20,0,1.1,,,,
6861,22,20,0,1.1,,,,
2634,22,20,0,1.1,,,,
6009,22,20,0,1.1,,,,
6651,11,10,1,1.1,,,,
6149,11,10,0,1.1,,,,
6217,11,10,0,1.1,,,,
1038,11,10,0,1.1,,,,
4819,23,21,0,1.095238095,,,,
6110,23,21,0,1.095238095,,,,
7144,24,22,0,1.090909091,,,,
904,24,22,0,1.090909091,,,,
3966,12,11,0,1.090909091,,,,
5940,12,11,0,1.090909091,,,,
6036,12,11,0,1.090909091,,,,
2961,12,11,0,1.090909091,,,,
4958,12,11,1,1.090909091,,,,
5217,12,11,0,1.090909091,,,,
93,12,11,0,1.090909091,,,,
3692,12,11,0,1.090909091,,,,
4020,12,11,0,1.090909091,,,,
6321,12,11,0,1.090909091,,,,
3223,38,35,0,1.085714286,,,,
7256,26,24,0,1.083333333,,,,
6510,13,12,0,1.083333333,,,,
1661,13,12,0,1.083333333,,,,
3038,13,12,0,1.083333333,,,,
2883,13,12,0,1.083333333,,,,
3883,13,12,0,1.083333333,,,,
5806,13,12,0,1.083333333,,,,
1518,13,12,0,1.083333333,,,,
5052,13,12,0,1.083333333,,,,
4909,27,25,0,1.08,,,,
2016,41,38,0,1.078947368,,,,
369,28,26,1,1.076923077,,,,
6919,28,26,0,1.076923077,,,,
1764,14,13,0,1.076923077,,,,
6050,14,13,0,1.076923077,,,,
5632,14,13,0,1.076923077,,,,
4213,14,13,0,1.076923077,,,,
4821,14,13,0,1.076923077,,,,
2457,14,13,0,1.076923077,,,,
5716,14,13,0,1.076923077,,,,
4534,14,13,0,1.076923077,,,,
4652,14,13,0,1.076923077,,,,
3419,14,13,0,1.076923077,,,,
203,29,27,0,1.074074074,,,,
5787,15,14,0,1.071428571,,,,
6386,15,14,0,1.071428571,,,,
509,15,14,0,1.071428571,,,,
5502,15,14,0,1.071428571,,,,
5676,15,14,0,1.071428571,,,,
353,15,14,0,1.071428571,,,,
4920,15,14,0,1.071428571,,,,
3786,15,14,0,1.071428571,,,,
3575,15,14,1,1.071428571,,,,
4855,32,30,0,1.066666667,,,,
6351,16,15,0,1.066666667,,,,
4230,16,15,0,1.066666667,,,,
7154,16,15,0,1.066666667,,,,
3096,16,15,0,1.066666667,,,,
470,16,15,0,1.066666667,,,,
7109,16,15,0,1.066666667,,,,
1720,34,32,0,1.0625,,,,
801,17,16,0,1.0625,,,,
6088,17,16,0,1.0625,,,,
5229,17,16,0,1.0625,,,,
3588,17,16,0,1.0625,,,,
587,35,33,0,1.060606061,,,,
3653,18,17,0,1.058823529,,,,
910,38,36,1,1.055555556,,,,
3175,19,18,0,1.055555556,,,,
4795,39,37,0,1.054054054,,,,
5000,20,19,0,1.052631579,,,,
2081,21,20,0,1.05,,,,
6024,21,20,0,1.05,,,,
2102,21,20,0,1.05,,,,
2638,21,20,0,1.05,,,,
3933,21,20,0,1.05,,,,
293,21,20,0,1.05,,,,
2605,21,20,0,1.05,,,,
4191,22,21,0,1.047619048,,,,
5945,22,21,1,1.047619048,,,,
5950,22,21,0,1.047619048,,,,
6882,22,21,0,1.047619048,,,,
4655,22,21,0,1.047619048,,,,
2169,22,21,0,1.047619048,,,,
4176,22,21,0,1.047619048,,,,
1257,23,22,0,1.045454545,,,,
948,23,22,0,1.045454545,,,,
4063,23,22,0,1.045454545,,,,
1089,24,23,0,1.043478261,,,,
5544,24,23,0,1.043478261,,,,
358,24,23,0,1.043478261,,,,
6802,25,24,1,1.041666667,,,,
5596,25,24,0,1.041666667,,,,
5205,31,30,1,1.033333333,,,,
2609,36,35,0,1.028571429,,,,
5468,37,36,0,1.027777778,,,,
2013,41,41,1,1,,,,
6548,31,31,0,1,,,,
4939,30,30,0,1,,,,
3737,28,28,0,1,,,,
447,27,27,0,1,,,,
611,27,27,1,1,,,,
977,27,27,1,1,,,,
4512,24,24,0,1,,,,
1701,23,23,0,1,,,,
6117,23,23,0,1,,,,
5920,23,23,0,1,,,,
2907,23,23,0,1,,,,
4802,22,22,0,1,,,,
236,22,22,0,1,,,,
1289,22,22,0,1,,,,
4653,22,22,0,1,,,,
6443,22,22,0,1,,,,
4096,21,21,0,1,,,,
2534,21,21,0,1,,,,
999,21,21,0,1,,,,
7187,21,21,0,1,,,,
2643,20,20,0,1,,,,
3882,20,20,0,1,,,,
116,20,20,0,1,,,,
2199,20,20,1,1,,,,
5914,20,20,0,1,,,,
3158,20,20,0,1,,,,
6856,20,20,0,1,,,,
980,19,19,0,1,,,,
4122,19,19,0,1,,,,
6854,19,19,0,1,,,,
7218,18,18,0,1,,,,
337,17,17,1,1,,,,
5549,17,17,0,1,,,,
6706,16,16,0,1,,,,
121,16,16,0,1,,,,
4906,16,16,0,1,,,,
2587,16,16,0,1,,,,
3337,15,15,0,1,,,,
1671,15,15,0,1,,,,
571,15,15,0,1,,,,
1099,15,15,0,1,,,,
228,15,15,0,1,,,,
5892,15,15,0,1,,,,
7209,15,15,0,1,,,,
5970,15,15,0,1,,,,
4682,15,15,0,1,,,,
6434,14,14,0,1,,,,
5059,14,14,0,1,,,,
7173,14,14,0,1,,,,
3863,14,14,0,1,,,,
4466,14,14,0,1,,,,
1795,14,14,0,1,,,,
5849,14,14,0,1,,,,
7047,14,14,0,1,,,,
246,14,14,0,1,,,,
213,14,14,0,1,,,,
5901,14,14,0,1,,,,
3602,14,14,0,1,,,,
3570,14,14,0,1,,,,
6071,14,14,0,1,,,,
5982,14,14,0,1,,,,
5903,14,14,0,1,,,,
5310,14,14,0,1,,,,
2341,14,14,0,1,,,,
2994,14,14,0,1,,,,
1432,14,14,0,1,,,,
2412,14,14,0,1,,,,
4495,14,14,0,1,,,,
173,13,13,0,1,,,,
1991,13,13,0,1,,,,
5219,13,13,0,1,,,,
4646,13,13,0,1,,,,
6153,13,13,0,1,,,,
3609,13,13,0,1,,,,
5702,13,13,0,1,,,,
6591,13,13,0,1,,,,
6094,13,13,0,1,,,,
6002,13,13,0,1,,,,
5688,13,13,0,1,,,,
6190,13,13,0,1,,,,
5504,13,13,0,1,,,,
3277,13,13,0,1,,,,
6899,13,13,0,1,,,,
3822,13,13,0,1,,,,
2577,13,13,0,1,,,,
709,13,13,0,1,,,,
2579,13,13,0,1,,,,
6300,13,13,0,1,,,,
5409,13,13,0,1,,,,
6397,13,13,0,1,,,,
5911,13,13,0,1,,,,
6442,13,13,0,1,,,,
457,13,13,0,1,,,,
4104,13,13,0,1,,,,
2543,12,12,0,1,,,,
4738,12,12,0,1,,,,
145,12,12,0,1,,,,
4241,12,12,0,1,,,,
6079,12,12,0,1,,,,
5255,12,12,0,1,,,,
7219,12,12,0,1,,,,
2191,12,12,0,1,,,,
334,12,12,0,1,,,,
3986,12,12,0,1,,,,
2252,12,12,0,1,,,,
5830,12,12,0,1,,,,
4523,11,11,0,1,,,,
4255,11,11,0,1,,,,
2144,11,11,0,1,,,,
5678,11,11,0,1,,,,
2594,11,11,0,1,,,,
4624,11,11,0,1,,,,
3814,11,11,0,1,,,,
156,11,11,0,1,,,,
4160,10,10,0,1,,,,
3200,10,10,0,1,,,,
5461,10,10,0,1,,,,
2039,10,10,0,1,,,,
6047,10,10,0,1,,,,
2340,10,10,0,1,,,,
4973,9,9,0,1,,,,
6402,9,9,0,1,,,,
6801,9,9,0,1,,,,
4549,9,9,0,1,,,,
2657,9,9,0,1,,,,
1280,8,8,0,1,,,,
6955,8,8,0,1,,,,
1797,8,8,0,1,,,,
835,8,8,0,1,,,,
3480,8,8,0,1,,,,
4263,8,8,0,1,,,,
5781,8,8,0,1,,,,
7318,8,8,0,1,,,,
1860,8,8,0,1,,,,
2882,8,8,0,1,,,,
5923,8,8,0,1,,,,
547,7,7,0,1,,,,
2662,7,7,0,1,,,,
6479,7,7,0,1,,,,
6417,7,7,0,1,,,,
1825,7,7,0,1,,,,
6843,7,7,0,1,,,,
6746,7,7,0,1,,,,
7004,7,7,0,1,,,,
7070,7,7,0,1,,,,
7086,7,7,0,1,,,,
7297,7,7,0,1,,,,
6979,6,6,0,1,,,,
6922,6,6,0,1,,,,
7262,6,6,0,1,,,,
6657,6,6,0,1,,,,
207,6,6,0,1,,,,
4079,6,6,0,1,,,,
3120,6,6,0,1,,,,
6398,6,6,0,1,,,,
7326,6,6,0,1,,,,
5853,6,6,0,1,,,,
3172,6,6,0,1,,,,
5968,6,6,0,1,,,,
6542,6,6,0,1,,,,
2353,6,6,0,1,,,,
988,6,6,0,1,,,,
2027,6,6,0,1,,,,
2347,6,6,0,1,,,,
6202,6,6,0,1,,,,
5439,6,6,0,1,,,,
6827,6,6,0,1,,,,
4264,6,6,0,1,,,,
1164,6,6,0,1,,,,
6155,6,6,0,1,,,,
6312,6,6,0,1,,,,
6107,5,5,0,1,,,,
5568,5,5,0,1,,,,
6586,5,5,0,1,,,,
6640,5,5,0,1,,,,
6855,5,5,0,1,,,,
5835,5,5,0,1,,,,
6535,5,5,0,1,,,,
2839,5,5,0,1,,,,
4765,5,5,0,1,,,,
6718,5,5,0,1,,,,
5657,5,5,0,1,,,,
3556,5,5,0,1,,,,
5872,5,5,0,1,,,,
6686,5,5,0,1,,,,
7231,5,5,0,1,,,,
2136,5,5,0,1,,,,
2725,5,5,0,1,,,,
4702,5,5,0,1,,,,
2207,5,5,0,1,,,,
2606,5,5,0,1,,,,
2667,5,5,0,1,,,,
4277,5,5,0,1,,,,
4648,5,5,0,1,,,,
5275,5,5,0,1,,,,
7258,5,5,0,1,,,,
4246,5,5,0,1,,,,
6744,5,5,0,1,,,,
3004,5,5,0,1,,,,
3760,5,5,0,1,,,,
4012,5,5,0,1,,,,
4299,5,5,0,1,,,,
5800,5,5,0,1,,,,
5891,5,5,0,1,,,,
6892,5,5,0,1,,,,
7251,5,5,0,1,,,,
4119,5,5,0,1,,,,
7055,5,5,0,1,,,,
6354,5,5,0,1,,,,
1293,5,5,0,1,,,,
2190,5,5,0,1,,,,
4462,5,5,0,1,,,,
4630,5,5,0,1,,,,
6928,5,5,0,1,,,,
2721,5,5,0,1,,,,
5754,5,5,0,1,,,,
5894,5,5,0,1,,,,
6315,5,5,0,1,,,,
6664,5,5,0,1,,,,
6830,5,5,0,1,,,,
7138,5,5,0,1,,,,
6913,5,5,0,1,,,,
5096,5,5,0,1,,,,
3615,4,4,0,1,,,,
6612,4,4,0,1,,,,
6644,4,4,0,1,,,,
7229,4,4,0,1,,,,
1972,4,4,0,1,,,,
2827,4,4,0,1,,,,
4616,4,4,0,1,,,,
4919,4,4,0,1,,,,
6515,4,4,0,1,,,,
6695,4,4,0,1,,,,
6920,4,4,0,1,,,,
6995,4,4,0,1,,,,
5993,4,4,0,1,,,,
2425,4,4,0,1,,,,
3627,4,4,0,1,,,,
4024,4,4,0,1,,,,
4622,4,4,0,1,,,,
5196,4,4,0,1,,,,
5816,4,4,0,1,,,,
6473,4,4,0,1,,,,
7331,4,4,0,1,,,,
5595,4,4,0,1,,,,
3839,4,4,0,1,,,,
117,4,4,0,1,,,,
4748,4,4,0,1,,,,
4967,38,39,0,0.974358974,,,,
4004,35,36,0,0.972222222,,,,
4814,32,33,0,0.96969697,,,,
6831,30,31,0,0.967741935,,,,
5414,29,30,0,0.966666667,,,,
219,29,30,0,0.966666667,,,,
4384,28,29,1,0.965517241,,,,
4381,27,28,0,0.964285714,,,,
3535,26,27,0,0.962962963,,,,
6377,23,24,0,0.958333333,,,,
3624,22,23,0,0.956521739,,,,
2028,22,23,0,0.956521739,,,,
1683,22,23,0,0.956521739,,,,
2171,22,23,0,0.956521739,,,,
7067,22,23,0,0.956521739,,,,
2702,22,23,0,0.956521739,,,,
4069,22,23,0,0.956521739,,,,
4450,22,23,0,0.956521739,,,,
932,21,22,0,0.954545455,,,,
2836,21,22,0,0.954545455,,,,
1699,21,22,0,0.954545455,,,,
5839,21,22,0,0.954545455,,,,
6099,21,22,0,0.954545455,,,,
6112,21,22,0,0.954545455,,,,
2495,21,22,0,0.954545455,,,,
6945,21,22,0,0.954545455,,,,
2830,20,21,0,0.952380952,,,,
6237,20,21,0,0.952380952,,,,
1868,20,21,0,0.952380952,,,,
972,20,21,0,0.952380952,,,,
5123,20,21,0,0.952380952,,,,
1111,20,21,0,0.952380952,,,,
4242,20,21,0,0.952380952,,,,
620,20,21,0,0.952380952,,,,
1902,20,21,0,0.952380952,,,,
2679,20,21,0,0.952380952,,,,
6741,20,21,0,0.952380952,,,,
527,20,21,0,0.952380952,,,,
1595,20,21,0,0.952380952,,,,
4099,19,20,0,0.95,,,,
3083,19,20,0,0.95,,,,
4306,18,19,0,0.947368421,,,,
2840,18,19,0,0.947368421,,,,
4201,18,19,0,0.947368421,,,,
3164,18,19,0,0.947368421,,,,
5866,18,19,0,0.947368421,,,,
2224,17,18,0,0.944444444,,,,
668,16,17,0,0.941176471,,,,
6871,16,17,0,0.941176471,,,,
2064,16,17,0,0.941176471,,,,
5492,16,17,0,0.941176471,,,,
6538,16,17,0,0.941176471,,,,
6445,31,33,0,0.939393939,,,,
2549,15,16,0,0.9375,,,,
3598,15,16,0,0.9375,,,,
4356,15,16,0,0.9375,,,,
1965,15,16,0,0.9375,,,,
5347,15,16,0,0.9375,,,,
2676,15,16,0,0.9375,,,,
3875,15,16,0,0.9375,,,,
5067,15,16,0,0.9375,,,,
1228,15,16,0,0.9375,,,,
4557,29,31,0,0.935483871,,,,
5846,28,30,0,0.933333333,,,,
2177,14,15,0,0.933333333,,,,
2443,14,15,0,0.933333333,,,,
1378,14,15,0,0.933333333,,,,
6014,14,15,0,0.933333333,,,,
1891,14,15,0,0.933333333,,,,
3597,14,15,0,0.933333333,,,,
6172,14,15,0,0.933333333,,,,
2876,14,15,0,0.933333333,,,,
6335,14,15,0,0.933333333,,,,
5175,14,15,0,0.933333333,,,,
6005,14,15,0,0.933333333,,,,
5533,14,15,0,0.933333333,,,,
2611,14,15,0,0.933333333,,,,
308,14,15,0,0.933333333,,,,
3796,14,15,0,0.933333333,,,,
484,14,15,0,0.933333333,,,,
2872,14,15,0,0.933333333,,,,
5031,14,15,0,0.933333333,,,,
3335,14,15,0,0.933333333,,,,
1080,14,15,0,0.933333333,,,,
4461,14,15,0,0.933333333,,,,
3229,27,29,0,0.931034483,,,,
435,26,28,0,0.928571429,,,,
